packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packsize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSize;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
3544;STATINAL F.C.TAB 40MG/TAB BTX30(BLIST 3X10);;;;;3623;247860202;247860202;GRC Simvastatin SPECIFAR ABEE film-coated tablet 30 x 40mg/;GRC Simvastatin SPECIFAR ABEE film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565802;GRC Simvastatin SPECIFAR ABEE film-coated tablet 40mg/;;;;STATINAL F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;SPECIFAR ABEE;;ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε,;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3622;STASIVA F.C.TAB 20MG/TAB BTx10 (BLIST 1x10);;;;;3624;247860203;247860203;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 10 x 20mg/;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;60;;BTx60 (BLIST 6x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;10;;;56565803;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 20mg/;;;;STASIVA F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε,;;BIAN A.E.;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;2;;;;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3623;STASIVA F.C.TAB 20MG/TAB BTx30 (BLIST 3x10);;;;;3625;247860303;247860303;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 30 x 20mg/;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565804;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 20mg/;;;;STASIVA F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε,;;BIAN A.E.;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;2;;;;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3624;STASIVA F.C.TAB 20MG/TAB BTx60 (BLIST 6x10);;;;;3626;247860304;247860304;GRC Simvastatin BIAN A.E. film-coated tablet 60 x 20mg/;GRC Simvastatin BIAN A.E. film-coated tablet 60 x 20mg/;;;;;60;;60;;;;;;;;;60;;BTx60 (BLIST 6x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;60;;;56565805;GRC Simvastatin BIAN A.E. film-coated tablet 20mg/;;;;STASIVA F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;BIAN A.E.;;ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε,;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;2;;;;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3625;STASIVA F.C.TAB 40MG/TAB BTx30 (BLIST 3x10);;;;;3627;247870201;247870201;GRC Simvastatin BIAN A.E. film-coated tablet 30 x 40mg/;GRC Simvastatin BIAN A.E. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;10;;BTx10(BLIST 1x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565806;GRC Simvastatin BIAN A.E. film-coated tablet 40mg/;;;;STASIVA F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;BIAN A.E.;;STARGEN Ε.Π.Ε  ( Δ.Τ. STARGEN LTD);;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3626;STASIVA F.C.TAB 40MG/TAB BTx60 (BLIST 6x10);;;;;3628;247870301;247870301;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 60 x 40mg/;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 60 x 40mg/;;;;;60;;60;;;;;;;;;10;;BTx 10 (BLIST 1 x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;60;;;56565807;GRC Simvastatin ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε, film-coated tablet 40mg/;;;;STASIVA F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΦΑΡΜΑΝΕΛ ΦΑΡΜΑΚΕΥΤΙΚΗ Α,Ε,;;STARGEN Ε,Π,Ε  ( Δ,Τ, STARGEN LTD);;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3627;ZUROCID F.C.TAB 20MG/TAB BTx10(BLIST 1x10);;;;;3629;247870302;247870302;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 10 x 20mg/;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;30;;BT x 30 (BLIST 1x30);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;10;;;56565808;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 20mg/;;;;ZUROCID F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;STARGEN Ε.Π.Ε.;;STARGEN Ε.Π.Ε  ( Δ.Τ. STARGEN LTD);;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;2;;;;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3628;ZUROCID F.C.TAB 40MG/TAB BTx 10 (BLIST 1 x10);;;;;3632;247920202;247920202;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 10 x 40mg/;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;30;;ΒΤx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;10;;;56565809;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 40mg/;;;;ZUROCID F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;STARGEN Ε.Π.Ε.;;VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3629;ZUROCID F.C.TAB 40MG/TAB BT x 30 (BLIST 1x30);;;;;3697;248770102;248770102;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 30 x 40mg/;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;20;;BTX20(BLIST2X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565810;GRC Simvastatin STARGEN Ε.Π.Ε. film-coated tablet 40mg/;;;;ZUROCID F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;STARGEN Ε.Π.Ε.;;ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε,Ε,;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3632;VASTATIN F.C.TAB 40MG/TAB ΒΤx30 (BLIST 3x10);;;;;3698;248770103;248770103;GRC Simvastatin VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 30 x 40mg/;GRC Simvastatin VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTX30(BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565811;GRC Simvastatin VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 40mg/;;;;VASTATIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;VOCATE ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.;;LINKER PHARMACEUTICALS ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε.Ε.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3697;GOLDASTATIN F.C.TAB 40MG/TAB BTX20(BLIST2X10);;;;;2076;206990302;206990302;GRC Simvastatin ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε,Ε, film-coated tablet 20 x 40mg/;GRC Simvastatin ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε,Ε, film-coated tablet 20 x 40mg/;;;;;20;;20;;;;;;;;;30;;BTX30(BLIST3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;20;;;56565812;GRC Simvastatin ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε,Ε, film-coated tablet 40mg/;;;;GOLDASTATIN F.C.TAB 40MG/TAB 0);;C10AA01;Simvastatin;10221000;film-coated tablet;;ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε,Ε,;;ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3698;GOLDASTATIN F.C.TAB 40MG/TAB BTX30(BLIST 3X10);;;;;2077;206990503;206990503;GRC Simvastatin LINKER PHARMACEUTICALS ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε.Ε. film-coated tablet 30 x 40mg/;GRC Simvastatin LINKER PHARMACEUTICALS ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε.Ε. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTX30;;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565813;GRC Simvastatin LINKER PHARMACEUTICALS ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε.Ε. film-coated tablet 40mg/;;;;GOLDASTATIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;LINKER PHARMACEUTICALS ΠΑΝΑΓΙΩΤΗΣ ΛΕΩΝ & ΣΙΑ Ε.Ε.;;ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
2076;LEPUR F.C.TAB 20MG/TAB BTX30(BLIST3X10);;;;;6790;256100203;256100203;GRC Simvastatin ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ film-coated tablet 30 x 20mg/;GRC Simvastatin ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BT x 30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565814;GRC Simvastatin ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ film-coated tablet 20mg/;;;;LEPUR F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ;;MEDOCHEMIE HELLAS AE ΠΑΡΑΣ.& ΕΜΠΟΡ.ΦΑΡΜ.& Φ/ΚΩΝ ΠΡ.Δ.Τ.MEDOC;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;2;;;;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
2077;LEPUR F.C.TAB 40MG/TAB BTX30;;;;;6814;262300103;262300103;GRC Simvastatin ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ film-coated tablet 30 x 40mg/;GRC Simvastatin ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BT x 30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565815;GRC Simvastatin ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ film-coated tablet 40mg/;;;;LEPUR F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ELPEN AE ΦΑΡΜΑΚΕΥΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ;;ΓΡΑΜΜΕΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
6790;PRIACIN F.C.TAB 20MG/TAB BT x 30 (BLIST 3x10);;;;;11233;253000104;253000104;GRC Simvastatin MEDOCHEMIE HELLAS AE film-coated tablet 30 x 20mg/;GRC Simvastatin MEDOCHEMIE HELLAS AE film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;28;;BTX28 (2 BLISTX14);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565816;GRC Simvastatin MEDOCHEMIE HELLAS AE film-coated tablet 20mg/;;;;PRIACIN F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;MEDOCHEMIE HELLAS AE;;VIOFAR ΕΠΕ;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;2;;;;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
6814;NEZATIN  F.C.TAB 40MG/TAB BT x 30 (BLIST 3x10);;;;;8267;293840204;293840204;GRC Simvastatin ΓΡΑΜΜΕΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ film-coated tablet 30 x 40mg/;GRC Simvastatin ΓΡΑΜΜΕΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx30;;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ;15054000;tablet;;;;;30;;;56565817;GRC Simvastatin ΓΡΑΜΜΕΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ film-coated tablet 40mg/;;;;NEZATIN  F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΓΡΑΜΜΕΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ ΤΟΥ ΔΗΜΗΤΡΙΟΥ;;TEVA PHARMA B.V., Haarlem, THE NETHERLANDS;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;2;;;;40;mg;;;;;;;10MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
